globalIndex,wordList,unit,index,word,start,end,audioFile,status,evidence,confidence,notes
1016,3,1,28,obsolete,77.78,78.36,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1017,3,1,29,race,80.37,80.83,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1018,3,1,30,detect,82.85,83.4,ysgpc/Word List3/Word List3-Unit1.mp3,corrected,isolated-word-double-pass,0.45373,
1019,3,1,31,confine,85.45,86.04,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1020,3,1,32,satisfy,88.1,88.81,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1021,3,1,33,onwards,90.82,91.38,ysgpc/Word List3/Word List3-Unit1.mp3,corrected,isolated-word-double-pass,0.78559,
1022,3,1,34,look,93.41,93.92,ysgpc/Word List3/Word List3-Unit1.mp3,corrected,isolated-word-double-pass,0.39247,
1023,3,1,35,daring,95.99,96.45,ysgpc/Word List3/Word List3-Unit1.mp3,corrected,isolated-word-double-pass,0.6761,
1024,3,1,36,introspection,98.48,99.35,ysgpc/Word List3/Word List3-Unit1.mp3,corrected,isolated-word-double-pass,0.68817,
1025,3,1,37,detergent,101.41,102.11,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1026,3,1,38,inflate,104.15,104.74,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1027,3,1,39,apply,106.8,107.31,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1028,3,1,40,burrow,109.34,109.73,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1029,3,1,41,point,111.72,112.13,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1030,3,1,42,facet,114.23,114.81,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1031,3,1,43,valiant,116.86,117.48,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1032,3,1,44,repel,119.52,120.06,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1033,3,1,45,comment,122.12,122.62,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1034,3,1,46,casual,124.63,125.11,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1035,3,1,47,capital,127.23,127.73,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1036,3,1,48,erupt,129.75,130.3,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1037,3,1,49,apparent,132.33,132.93,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr+additional-duplicate-check,,
1038,3,1,50,painstaking,134.95,135.69,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1039,3,1,51,typical,137.69,138.16,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1040,3,1,52,cosmic,140.18,140.74,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1041,3,1,53,enmity,142.79,143.34,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1042,3,1,54,attract,145.41,145.98,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1043,3,1,55,creep,148.02,148.4,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1044,3,1,56,interface,150.46,151.13,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1045,3,1,57,faithless,153.15,153.8,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1046,3,1,58,identify,155.86,156.61,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1047,3,1,59,oriental,158.69,159.34,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1048,3,1,60,disintegrate,161.39,162.14,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1049,3,1,61,cultivate,164.15,164.77,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1050,3,1,62,monumental,166.79,167.5,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1051,3,1,63,circuit,169.55,170.17,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1052,3,1,64,jibe,172.19,172.67,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1053,3,1,65,adaptation,174.72,175.55,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1054,3,1,66,archive,177.64,178.2,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1055,3,1,67,outright,180.24,180.82,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1056,3,1,68,impure,182.87,183.45,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1057,3,1,69,intolerable,185.49,186.2,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1058,3,1,70,incorruptible,188.2,189.01,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1059,3,1,71,subliminal,191.04,191.72,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1060,3,1,72,concur,193.74,194.3,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1061,3,1,73,fright,196.35,196.82,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1062,3,1,74,inviolable,198.83,199.52,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1063,3,1,75,multiply,201.55,202.16,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1064,3,1,76,secure,204.22,204.8,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1065,3,1,77,concede,206.82,207.41,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1066,3,1,78,empower,209.46,210.01,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1067,3,1,79,intercept,212.07,212.76,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1068,3,1,80,optimum,214.81,215.38,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1069,3,1,81,negotiate,217.45,218.22,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1070,3,1,82,myth,220.28,220.74,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1071,3,1,83,manifest,222.74,223.42,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1072,3,1,84,defame,225.45,225.97,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1073,3,1,85,convection,228.01,228.66,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1074,3,1,86,bestow,230.67,231.22,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1075,3,1,87,instinct,233.26,233.86,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1076,3,1,88,parliament,235.92,236.51,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1077,3,1,89,relieve,238.55,239.11,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1078,3,1,90,associate,241.13,241.85,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1079,3,1,91,crash,243.91,244.4,ysgpc/Word List3/Word List3-Unit1.mp3,corrected,isolated-word-double-pass,0.47263,
1080,3,1,92,command,246.41,246.97,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1081,3,1,93,regional,248.98,249.5,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1082,3,1,94,contemptible,251.53,252.26,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1083,3,1,95,ferocity,254.31,254.99,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1084,3,1,96,endow,257.03,257.59,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1085,3,1,97,double,259.62,259.97,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1086,3,1,98,feature,262.01,262.52,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1087,3,1,99,diabetes,264.58,265.4,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1088,3,2,1,positive,7.38,7.94,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1089,3,2,2,glimpse,9.97,10.43,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1090,3,2,3,contemptuous,12.47,13.27,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1091,3,2,4,malleable,15.31,15.88,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1092,3,2,5,acquire,17.93,18.51,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1093,3,2,6,everlasting,20.6,21.32,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1094,3,2,7,adequate,23.34,23.9,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1095,3,2,8,excuse,25.94,26.62,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1096,3,2,9,vaporize,28.69,29.43,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1097,3,2,10,conscious,31.48,32.07,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1098,3,2,11,inconceivable,34.12,35.0,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1099,3,2,12,outcome,37.0,37.51,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1100,3,2,13,vibrant,39.53,40.18,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1101,3,2,14,episode,42.22,42.8,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1102,3,2,15,reception,44.86,45.5,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1103,3,2,16,fit,47.58,48.02,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1104,3,2,17,embankment,50.06,50.83,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1105,3,2,18,bellow,52.85,53.22,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1106,3,2,19,persuade,55.27,55.88,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1107,3,2,20,slice,57.91,58.47,ysgpc/Word List3/Word List3-Unit2.mp3,corrected,isolated-word-double-pass,0.72584,
1108,3,2,21,megacity,60.54,61.21,ysgpc/Word List3/Word List3-Unit2.mp3,corrected,isolated-word-double-pass+spelling-decision,0.64597,
1109,3,2,22,feather,63.25,63.66,ysgpc/Word List3/Word List3-Unit2.mp3,corrected,isolated-word-double-pass,0.76012,
1110,3,2,23,operate,65.71,66.3,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1111,3,2,24,operate,68.35,68.88,ysgpc/Word List3/Word List3-Unit2.mp3,corrected,isolated-word-double-pass,0.64582,
1112,3,2,25,mishandle,70.95,71.62,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1113,3,2,26,penetrate,73.66,74.25,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1114,3,2,27,background,76.29,76.93,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1115,3,2,28,architect,78.99,79.65,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1116,3,2,29,appearance,81.69,82.37,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1117,3,2,30,rejuvenate,84.38,85.15,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1118,3,2,31,preeminent,87.19,87.89,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1119,3,2,32,nationality,89.92,90.69,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1120,3,2,33,prod,92.73,93.15,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1121,3,2,34,countless,95.2,95.83,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1122,3,2,35,oscillate,97.86,98.42,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1123,3,2,36,voracious,100.5,101.2,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr+additional-duplicate-check,,
1124,3,2,37,capable,103.23,103.72,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1125,3,2,38,enumerate,105.75,106.46,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1126,3,2,39,adventurous,108.51,109.29,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1127,3,2,40,superior,111.36,112.05,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1128,3,2,41,abuse,114.35,114.86,ysgpc/Word List3/Word List3-Unit2.mp3,corrected,isolated-word-double-pass+spelling-decision,0.69322,
1129,3,2,42,bait,116.89,117.22,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1130,3,2,43,pregnant,119.24,119.78,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1131,3,2,44,dilate,121.79,122.31,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1132,3,2,45,flounder,124.34,124.91,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1133,3,2,46,conspire,126.93,127.53,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1134,3,2,47,keystone,129.58,130.17,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1135,3,2,48,overt,132.21,132.78,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1136,3,2,49,indemnity,134.81,135.56,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1137,3,2,50,reiterate,137.65,138.38,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1138,3,2,51,insubordinate,140.44,141.31,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1139,3,2,52,elapse,143.32,143.84,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1140,3,2,53,barbaric,145.87,146.46,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1141,3,2,54,desirable,148.53,149.17,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1142,3,2,55,disobey,151.25,151.78,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1143,3,2,56,counsel,153.82,154.36,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1144,3,2,57,innumerable,156.41,157.16,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1145,3,2,58,bloom,159.22,159.65,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1146,3,2,59,override,161.7,162.43,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1147,3,2,60,infinite,164.47,165.06,ysgpc/Word List3/Word List3-Unit2.mp3,corrected,isolated-word-double-pass,0.38748,
1148,3,2,61,forge,167.09,167.66,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1149,3,2,62,overnight,169.67,170.28,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1150,3,2,63,incinerate,172.34,173.13,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1151,3,2,64,breed,175.15,175.56,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1152,3,2,65,flake,177.62,178.08,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1153,3,2,66,foremost,180.22,180.8,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1154,3,2,67,contempt,182.83,183.42,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1155,3,2,68,ignominious,185.49,186.24,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1156,3,2,69,objectify,188.3,189.09,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1157,3,2,70,gain,191.13,191.51,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1158,3,2,71,indent,193.52,194.09,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1159,3,2,72,persist,196.14,196.71,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1160,3,2,73,fortnight,198.76,199.4,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1161,3,2,74,kit,201.44,201.8,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1162,3,2,75,disparage,203.83,204.55,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1163,3,2,76,deposit,206.6,207.22,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1164,3,2,77,ruthless,209.23,209.84,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1165,3,2,78,dwindle,211.85,212.33,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1166,3,2,79,prick,214.34,214.73,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1167,3,2,80,flout,216.79,217.29,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1168,3,2,81,luggage,219.33,219.85,ysgpc/Word List3/Word List3-Unit2.mp3,corrected,isolated-word-double-pass+final-lexical-decision,0.73416,final lexical correction: luckage -> luggage
1169,3,2,82,haze,221.92,222.42,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1170,3,2,83,invisible,224.46,225.06,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1171,3,2,84,transpire,227.07,227.78,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1172,3,2,85,banquet,229.8,230.34,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1173,3,2,86,decay,232.35,232.82,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1174,3,2,87,grab,234.85,235.26,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1175,3,2,88,psychiatric,237.32,238.24,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1176,3,2,89,addictive,240.27,240.87,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1177,3,2,90,stubborn,242.93,243.46,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1178,3,2,91,envisage,245.54,246.19,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1179,3,2,92,panacea,248.23,248.84,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1180,3,2,93,appeal,250.93,251.39,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1181,3,2,94,metropolitan,253.41,254.21,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1182,3,2,95,gossip,256.26,256.73,ysgpc/Word List3/Word List3-Unit2.mp3,corrected,isolated-word-double-pass,0.81166,
1183,3,2,96,increment,258.78,259.39,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1184,3,2,97,grasp,261.42,261.94,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1185,3,2,98,continent,264.05,264.65,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1186,3,2,99,must,266.71,267.25,ysgpc/Word List3/Word List3-Unit2.mp3,recognized,whole-track-asr,,
1187,3,3,1,metal,7.53,7.99,ysgpc/Word List3/Word List3-Unit3.mp3,corrected,isolated-word-double-pass,0.31504,
1188,3,3,2,peninsular,10.03,10.64,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1189,3,3,3,dull,12.68,12.98,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1190,3,3,4,match,15.09,15.58,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1191,3,3,5,visual,17.6,18.1,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1192,3,3,6,practical,20.12,20.65,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1193,3,3,7,miniature,22.73,23.23,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1194,3,3,8,atmosphere,25.24,25.88,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1195,3,3,9,insatiable,27.9,28.63,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1196,3,3,10,entwine,30.65,31.25,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1197,3,3,11,enormous,33.33,33.95,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1198,3,3,12,headstrong,35.99,36.6,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1199,3,3,13,keen,38.63,39.03,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1200,3,3,14,physical,41.06,41.59,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1201,3,3,15,innocent,43.63,44.19,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1202,3,3,16,entertain,46.23,46.88,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1203,3,3,17,captivate,48.9,49.56,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1204,3,3,18,engross,51.63,52.28,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1205,3,3,19,adultery,54.32,54.96,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1206,3,3,20,bureau,57.02,57.45,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1207,3,3,21,multifaceted,59.51,60.41,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1208,3,3,22,specific,62.49,63.23,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1209,3,3,23,veteran,65.26,65.82,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1210,3,3,24,mingle,67.84,68.33,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1211,3,3,25,dissipate,70.37,70.95,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1212,3,3,26,float,73.01,73.46,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1213,3,3,27,notion,75.49,76.04,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1214,3,3,28,snobbish,78.1,78.74,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1215,3,3,29,neutral,80.77,81.27,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1216,3,3,30,claim,83.29,83.71,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1217,3,3,31,recognise,85.76,86.52,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1218,3,3,32,inflammable,88.54,89.19,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1219,3,3,33,exude,91.21,91.82,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1220,3,3,34,welfare,93.85,94.39,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1221,3,3,35,emit,96.44,96.9,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1222,3,3,36,relapse,98.97,99.58,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1223,3,3,37,desert,101.62,102.08,ysgpc/Word List3/Word List3-Unit3.mp3,recognized,whole-track-asr,,
1224,3,3,38,exquisite,104.16,104.86,ysgpc/Word List3/Word List3-Unit3.mp3,corrected,isolated-word-double-pass,0.85162,
